Store,Medicine,Category,Quantity,ExpiryDate,LastUpdated,Region,State,StoreSize,StoreTier
ST029,Carvedilol_100mg_Liquid,Cardiovascular,72,2025-09-16,2025-08-20,Midwest,MI,Large,Rural
ST029,Carbamazepine_200mg_Injection,Neurological,0,2027-07-07,2025-08-23,Midwest,MI,Large,Rural
ST029,Ciprofloxacin_100mg_Tablet,Infectious Disease,14,2028-12-13,2025-08-25,Midwest,MI,Large,Rural
ST029,Olanzapine_100mg_Liquid,Psychiatric,44,2025-12-09,2025-09-05,Midwest,MI,Large,Rural
ST029,Moxifloxacin_5mg_Cream,Infectious Disease,84,2026-01-17,2025-09-03,Midwest,MI,Large,Rural
ST029,Simvastatin_500mg_Liquid,Cardiovascular,4,2026-01-21,2025-08-31,Midwest,MI,Large,Rural
ST029,Enoxaparin_500mg_Liquid,Hematology,0,2025-06-05,2025-09-07,Midwest,MI,Large,Rural
ST029,Donepezil_XR_10mg_Liquid,Geriatric,16,2026-06-21,2025-08-31,Midwest,MI,Large,Rural
ST029,Donepezil_100mg_Capsule,Neurological,170,2026-03-13,2025-09-08,Midwest,MI,Large,Rural
ST029,Methotrexate_200mg_Liquid,Immunology,0,2026-02-19,2025-08-22,Midwest,MI,Large,Rural
ST029,Sitagliptin_25mg_Tablet,Endocrine,339,2027-03-30,2025-08-24,Midwest,MI,Large,Rural
ST029,Benzoyl_Peroxide_100mg_Tablet,Dermatological,134,2026-10-16,2025-09-12,Midwest,MI,Large,Rural
ST029,Esomeprazole_5mg_Liquid,Gastrointestinal,135,2025-10-22,2025-08-24,Midwest,MI,Large,Rural
ST029,Hydrocortisone_200mg_Liquid,Dermatological,126,2026-02-01,2025-09-12,Midwest,MI,Large,Rural
ST029,Montelukast_5mg_Liquid,Respiratory,19,2025-05-02,2025-08-18,Midwest,MI,Large,Rural
ST029,Sildenafil_500mg_Tablet,Urology,170,2027-01-13,2025-08-23,Midwest,MI,Large,Rural
ST029,Aspirin_10mg_Liquid,Hematology,7,2026-07-04,2025-08-14,Midwest,MI,Large,Rural
ST029,Formoterol_500mg_Capsule,Respiratory,8,2027-04-03,2025-08-17,Midwest,MI,Large,Rural
ST029,Metoprolol_5mg_Tablet,Cardiovascular,342,2026-03-11,2025-09-13,Midwest,MI,Large,Rural
ST029,Apraclonidine_10mg_Capsule,Ophthalmologic,100,2029-02-06,2025-09-06,Midwest,MI,Large,Rural
ST029,Clotrimazole_200mg_Capsule,Dermatological,8,2025-08-03,2025-09-11,Midwest,MI,Large,Rural
ST029,Carbachol_25mg_Cream,Ophthalmologic,127,2026-07-04,2025-09-13,Midwest,MI,Large,Rural
ST029,Norepinephrine_10mg_Capsule,Emergency Medicine,201,2027-09-19,2025-08-30,Midwest,MI,Large,Rural
ST029,Amiodarone_200mg_Liquid,Emergency Medicine,10,2026-03-24,2025-09-06,Midwest,MI,Large,Rural
ST029,Naproxen_500mg_Capsule,Pain Management,337,2028-08-24,2025-09-02,Midwest,MI,Large,Rural
ST029,Ipratropium_100mg_Capsule,Respiratory,178,2027-07-15,2025-08-28,Midwest,MI,Large,Rural
ST029,Enoxaparin_50mg_Liquid,Hematology,13,2026-05-30,2025-08-23,Midwest,MI,Large,Rural
ST029,Tacrolimus_500mg_Injection,Immunology,21,2026-03-06,2025-09-06,Midwest,MI,Large,Rural
ST029,Enoxaparin_10mg_Injection,Hematology,9,2026-11-28,2025-08-19,Midwest,MI,Large,Rural
ST029,Loperamide_50mg_Capsule,Gastrointestinal,66,2028-05-13,2025-09-12,Midwest,MI,Large,Rural
ST029,Rituximab_100mg_Tablet,Oncology,45,2027-01-09,2025-08-29,Midwest,MI,Large,Rural
ST029,Prednisolone_500mg_Capsule,Pediatric,55,2029-05-20,2025-08-19,Midwest,MI,Large,Rural
ST029,Nilotinib_5mg_Injection,Oncology,32,2026-06-06,2025-09-10,Midwest,MI,Large,Rural
ST029,Tacrolimus_25mg_Tablet,Dermatological,66,2027-06-15,2025-08-25,Midwest,MI,Large,Rural
ST029,Hydrocortisone_500mg_Injection,Dermatological,114,2026-02-10,2025-09-05,Midwest,MI,Large,Rural
ST029,Ipratropium_500mg_Capsule,Respiratory,7,2026-01-20,2025-08-17,Midwest,MI,Large,Rural
ST029,Atorvastatin_50mg_Capsule,Cardiovascular,3,2026-06-17,2025-08-16,Midwest,MI,Large,Rural
ST029,Quetiapine_10mg_Injection,Psychiatric,105,2026-05-17,2025-09-04,Midwest,MI,Large,Rural
ST029,Epinephrine_500mg_Cream,Emergency Medicine,435,2029-01-24,2025-08-20,Midwest,MI,Large,Rural
ST029,Aspirin_200mg_Cream,Hematology,136,2026-08-02,2025-08-26,Midwest,MI,Large,Rural
ST029,Codeine_25mg_Capsule,Pain Management,91,2028-06-25,2025-09-11,Midwest,MI,Large,Rural
ST029,Cromolyn_10mg_Tablet,Respiratory,78,2025-10-08,2025-08-29,Midwest,MI,Large,Rural
ST029,Tamsulosin_10mg_Capsule,Urology,18,2026-07-20,2025-08-19,Midwest,MI,Large,Rural
ST029,Clotrimazole_10mg_Tablet,Dermatological,13,2029-01-14,2025-09-13,Midwest,MI,Large,Rural
ST029,Prednisone_500mg_Tablet,Immunology,57,2028-08-03,2025-08-22,Midwest,MI,Large,Rural
ST029,Exemestane_25mg_Injection,Oncology,13,2025-09-15,2025-09-11,Midwest,MI,Large,Rural
ST029,Sunitinib_25mg_Injection,Oncology,22,2027-02-10,2025-08-25,Midwest,MI,Large,Rural
ST029,Letrozole_100mg_Cream,Oncology,28,2029-07-28,2025-08-19,Midwest,MI,Large,Rural
ST029,Adalimumab_50mg_Injection,Immunology,25,2026-07-25,2025-08-25,Midwest,MI,Large,Rural
ST029,Tolterodine_5mg_Cream,Urology,154,2025-06-18,2025-09-09,Midwest,MI,Large,Rural
ST029,Epinephrine_10mg_Cream,Emergency Medicine,0,2025-11-18,2025-09-11,Midwest,MI,Large,Rural
ST029,Trimethoprim_100mg_Capsule,Infectious Disease,111,2029-04-18,2025-08-15,Midwest,MI,Large,Rural
ST029,Finasteride_100mg_Liquid,Urology,70,2026-08-14,2025-08-14,Midwest,MI,Large,Rural
ST029,Tramadol_500mg_Liquid,Pain Management,150,2026-04-20,2025-08-30,Midwest,MI,Large,Rural
ST029,Ketoconazole_500mg_Tablet,Dermatological,68,2027-12-19,2025-08-23,Midwest,MI,Large,Rural
ST030,Metoprolol_200mg_Cream,Cardiovascular,3,2027-04-09,2025-08-23,Midwest,OH,Large,Urban
ST030,Simvastatin_25mg_Cream,Cardiovascular,316,2025-09-20,2025-09-12,Midwest,OH,Large,Urban
ST030,Cromolyn_500mg_Liquid,Respiratory,57,2025-12-17,2025-09-06,Midwest,OH,Large,Urban
ST030,Loperamide_5mg_Capsule,Gastrointestinal,117,2028-05-23,2025-08-20,Midwest,OH,Large,Urban
ST030,Mycophenolate_50mg_Capsule,Immunology,48,2028-08-03,2025-09-11,Midwest,OH,Large,Urban
ST030,Oxybutynin_500mg_Injection,Urology,51,2026-10-28,2025-08-22,Midwest,OH,Large,Urban
ST030,Warfarin_25mg_Liquid,Cardiovascular,206,2025-11-25,2025-08-26,Midwest,OH,Large,Urban
ST030,Sorafenib_10mg_Injection,Oncology,0,2027-01-10,2025-08-31,Midwest,OH,Large,Urban
ST030,Dabigatran_50mg_Injection,Hematology,5,2026-07-14,2025-08-24,Midwest,OH,Large,Urban
ST030,Sulfasalazine_100mg_Injection,Immunology,48,2026-10-11,2025-08-23,Midwest,OH,Large,Urban
ST030,Quetiapine_100mg_Capsule,Psychiatric,112,2025-07-25,2025-09-06,Midwest,OH,Large,Urban
ST030,Memantine_50mg_Injection,Geriatric,56,2026-08-12,2025-08-15,Midwest,OH,Large,Urban
ST030,Cromolyn_10mg_Cream,Respiratory,82,2026-04-05,2025-08-28,Midwest,OH,Large,Urban
ST030,Dasatinib_100mg_Cream,Oncology,54,2026-02-03,2025-08-29,Midwest,OH,Large,Urban
ST030,Ondansetron_Pediatric_25mg_Liquid,Pediatric,86,2026-02-09,2025-08-21,Midwest,OH,Large,Urban
ST030,Aspirin_500mg_Cream,Pain Management,274,2025-10-11,2025-08-22,Midwest,OH,Large,Urban
ST030,Exelon_100mg_Capsule,Geriatric,34,2028-01-07,2025-09-10,Midwest,OH,Large,Urban
ST030,Aripiprazole_100mg_Liquid,Psychiatric,78,2026-01-08,2025-08-20,Midwest,OH,Large,Urban
ST030,Dutasteride_25mg_Capsule,Urology,72,2028-12-08,2025-08-16,Midwest,OH,Large,Urban
ST030,Bimatoprost_50mg_Liquid,Ophthalmologic,129,2025-10-30,2025-08-27,Midwest,OH,Large,Urban
ST030,Amoxicillin_Pediatric_50mg_Injection,Pediatric,8,2027-08-19,2025-08-28,Midwest,OH,Large,Urban
ST030,Cromolyn_10mg_Tablet,Respiratory,165,2028-02-11,2025-08-25,Midwest,OH,Large,Urban
ST030,Brinzolamide_25mg_Cream,Ophthalmologic,103,2028-06-22,2025-08-19,Midwest,OH,Large,Urban
ST030,Tretinoin_500mg_Tablet,Dermatological,8,2025-07-22,2025-08-16,Midwest,OH,Large,Urban
ST030,Memantine_200mg_Cream,Geriatric,132,2027-04-16,2025-09-13,Midwest,OH,Large,Urban
ST030,Glipizide_500mg_Tablet,Endocrine,261,2025-09-16,2025-09-07,Midwest,OH,Large,Urban
ST030,Anastrozole_50mg_Injection,Oncology,1,2026-02-14,2025-09-01,Midwest,OH,Large,Urban
ST030,Timolol_10mg_Injection,Ophthalmologic,43,2027-03-13,2025-09-03,Midwest,OH,Large,Urban
ST030,Budesonide_100mg_Tablet,Respiratory,180,2027-05-19,2025-09-08,Midwest,OH,Large,Urban
ST030,Azithromycin_Pediatric_50mg_Liquid,Pediatric,51,2026-07-11,2025-08-18,Midwest,OH,Large,Urban
ST030,Latanoprost_500mg_Tablet,Ophthalmologic,88,2026-01-26,2025-08-26,Midwest,OH,Large,Urban
ST030,Moxifloxacin_25mg_Tablet,Infectious Disease,88,2028-06-13,2025-08-16,Midwest,OH,Large,Urban
ST030,Rituximab_500mg_Tablet,Oncology,16,2026-06-18,2025-08-14,Midwest,OH,Large,Urban
ST030,Atorvastatin_50mg_Cream,Cardiovascular,277,2025-06-07,2025-09-06,Midwest,OH,Large,Urban
ST030,Pantoprazole_5mg_Cream,Gastrointestinal,0,2026-01-25,2025-09-04,Midwest,OH,Large,Urban
ST030,Losartan_200mg_Injection,Cardiovascular,196,2027-04-18,2025-09-10,Midwest,OH,Large,Urban
ST030,Tacrolimus_50mg_Cream,Dermatological,79,2029-06-19,2025-08-31,Midwest,OH,Large,Urban
ST030,Montelukast_500mg_Liquid,Respiratory,43,2026-06-12,2025-09-10,Midwest,OH,Large,Urban
ST030,Furosemide_5mg_Capsule,Cardiovascular,247,2026-10-28,2025-08-18,Midwest,OH,Large,Urban
ST030,Tamoxifen_50mg_Cream,Oncology,46,2026-12-28,2025-09-12,Midwest,OH,Large,Urban
ST030,Methotrexate_500mg_Liquid,Immunology,38,2026-08-26,2025-08-20,Midwest,OH,Large,Urban
ST030,Clindamycin_50mg_Cream,Infectious Disease,0,2027-11-10,2025-09-13,Midwest,OH,Large,Urban
ST030,Vasopressin_500mg_Liquid,Emergency Medicine,548,2026-05-28,2025-08-29,Midwest,OH,Large,Urban
ST030,Phenytoin_200mg_Tablet,Neurological,2,2026-10-30,2025-08-20,Midwest,OH,Large,Urban
ST030,Mirabegron_500mg_Injection,Urology,116,2027-08-08,2025-08-25,Midwest,OH,Large,Urban
ST030,Azithromycin_50mg_Tablet,Infectious Disease,180,2026-07-05,2025-08-31,Midwest,OH,Large,Urban
ST030,Albuterol_50mg_Cream,Respiratory,180,2027-12-06,2025-09-01,Midwest,OH,Large,Urban
ST030,Metoprolol_5mg_Cream,Cardiovascular,301,2025-06-12,2025-09-01,Midwest,OH,Large,Urban
ST030,Theophylline_25mg_Injection,Respiratory,105,2025-07-25,2025-08-27,Midwest,OH,Large,Urban
ST030,Atropine_100mg_Tablet,Emergency Medicine,10,2026-04-02,2025-08-29,Midwest,OH,Large,Urban
ST030,Sucralfate_500mg_Tablet,Gastrointestinal,0,2028-04-12,2025-08-31,Midwest,OH,Large,Urban
ST030,Apixaban_200mg_Liquid,Hematology,63,2026-01-11,2025-09-13,Midwest,OH,Large,Urban
ST030,Finasteride_50mg_Liquid,Urology,117,2026-01-18,2025-08-27,Midwest,OH,Large,Urban
ST030,Amlodipine_10mg_Cream,Cardiovascular,141,2026-03-16,2025-09-05,Midwest,OH,Large,Urban
ST030,Rosiglitazone_50mg_Tablet,Endocrine,150,2025-10-11,2025-08-18,Midwest,OH,Large,Urban
ST030,Tolterodine_25mg_Capsule,Urology,68,2028-08-31,2025-09-08,Midwest,OH,Large,Urban
ST030,Azathioprine_500mg_Tablet,Immunology,4,2029-08-13,2025-08-18,Midwest,OH,Large,Urban
ST030,Pregabalin_500mg_Liquid,Neurological,38,2026-07-01,2025-08-20,Midwest,OH,Large,Urban
ST030,Furosemide_10mg_Tablet,Cardiovascular,349,2029-08-03,2025-08-27,Midwest,OH,Large,Urban
ST030,Aspirin_200mg_Cream,Hematology,22,2027-10-16,2025-08-18,Midwest,OH,Large,Urban
ST030,Rosiglitazone_500mg_Tablet,Endocrine,112,2026-08-17,2025-09-03,Midwest,OH,Large,Urban
ST030,Mirabegron_5mg_Liquid,Urology,49,2026-04-18,2025-08-30,Midwest,OH,Large,Urban
ST030,Levothyroxine_100mg_Capsule,Endocrine,132,2026-04-10,2025-08-19,Midwest,OH,Large,Urban
ST030,Loperamide_50mg_Capsule,Gastrointestinal,146,2028-07-31,2025-08-14,Midwest,OH,Large,Urban
ST030,Ipratropium_25mg_Cream,Respiratory,162,2026-01-06,2025-08-15,Midwest,OH,Large,Urban
ST030,Hydrocortisone_200mg_Liquid,Dermatological,22,2025-11-28,2025-09-13,Midwest,OH,Large,Urban
ST030,Ondansetron_500mg_Capsule,Gastrointestinal,124,2027-02-02,2025-09-08,Midwest,OH,Large,Urban
ST030,Loperamide_500mg_Injection,Gastrointestinal,112,2026-01-30,2025-08-24,Midwest,OH,Large,Urban
ST030,Nilotinib_100mg_Tablet,Oncology,32,2029-07-03,2025-08-16,Midwest,OH,Large,Urban
ST030,Donepezil_XR_10mg_Liquid,Geriatric,151,2026-02-10,2025-09-07,Midwest,OH,Large,Urban
ST030,Carbachol_25mg_Cream,Ophthalmologic,66,2028-12-14,2025-08-18,Midwest,OH,Large,Urban
ST030,Clotrimazole_200mg_Capsule,Dermatological,8,2027-01-16,2025-09-04,Midwest,OH,Large,Urban
ST030,Brimonidine_10mg_Capsule,Ophthalmologic,1,2025-12-06,2025-09-04,Midwest,OH,Large,Urban
ST030,Doxycycline_10mg_Liquid,Infectious Disease,96,2026-01-07,2025-08-19,Midwest,OH,Large,Urban
ST030,Imatinib_500mg_Injection,Oncology,51,2027-05-01,2025-08-20,Midwest,OH,Large,Urban
ST030,Clotrimazole_10mg_Tablet,Dermatological,86,2026-10-20,2025-08-15,Midwest,OH,Large,Urban
ST030,Metronidazole_5mg_Cream,Dermatological,175,2027-03-17,2025-09-01,Midwest,OH,Large,Urban
ST030,Tacrolimus_200mg_Cream,Dermatological,56,2027-10-02,2025-09-04,Midwest,OH,Large,Urban
ST030,Travoprost_500mg_Injection,Ophthalmologic,99,2027-05-04,2025-09-02,Midwest,OH,Large,Urban
ST030,Mupirocin_25mg_Liquid,Dermatological,163,2026-09-01,2025-08-20,Midwest,OH,Large,Urban
ST030,Lithium_100mg_Injection,Psychiatric,88,2025-09-07,2025-08-19,Midwest,OH,Large,Urban
ST030,Lamotrigine_25mg_Injection,Neurological,146,2026-07-25,2025-09-10,Midwest,OH,Large,Urban
ST030,Amoxicillin_500mg_Capsule,Infectious Disease,132,2028-09-11,2025-08-21,Midwest,OH,Large,Urban
ST030,Clopidogrel_5mg_Liquid,Hematology,96,2026-03-09,2025-09-01,Midwest,OH,Large,Urban
ST030,Rivastigmine_200mg_Capsule,Geriatric,129,2025-10-05,2025-09-13,Midwest,OH,Large,Urban
ST030,Fluticasone_200mg_Tablet,Respiratory,6,2026-04-23,2025-09-12,Midwest,OH,Large,Urban
ST030,Oxycodone_100mg_Injection,Pain Management,237,2026-05-05,2025-08-22,Midwest,OH,Large,Urban
ST030,Memantine_5mg_Tablet,Geriatric,171,2029-03-22,2025-08-25,Midwest,OH,Large,Urban
ST030,Metoclopramide_500mg_Tablet,Gastrointestinal,0,2028-12-26,2025-08-31,Midwest,OH,Large,Urban
ST030,Anastrozole_5mg_Cream,Oncology,30,2027-08-28,2025-09-02,Midwest,OH,Large,Urban
ST030,Sitagliptin_10mg_Cream,Endocrine,204,2029-05-02,2025-08-30,Midwest,OH,Large,Urban
ST030,Sertraline_5mg_Capsule,Neurological,1,2026-11-01,2025-09-03,Midwest,OH,Large,Urban
ST030,Formoterol_100mg_Capsule,Respiratory,32,2029-07-30,2025-08-14,Midwest,OH,Large,Urban
ST030,Pioglitazone_500mg_Tablet,Endocrine,6,2025-09-11,2025-08-28,Midwest,OH,Large,Urban
ST030,Nilotinib_5mg_Injection,Oncology,51,2027-06-01,2025-09-10,Midwest,OH,Large,Urban
ST030,Metoprolol_5mg_Tablet,Cardiovascular,308,2026-01-12,2025-08-23,Midwest,OH,Large,Urban
ST030,Famotidine_25mg_Injection,Gastrointestinal,142,2025-10-06,2025-09-09,Midwest,OH,Large,Urban
ST030,Gabapentin_5mg_Tablet,Neurological,127,2026-09-03,2025-08-21,Midwest,OH,Large,Urban
ST030,Warfarin_500mg_Tablet,Hematology,84,2028-08-31,2025-08-28,Midwest,OH,Large,Urban
ST030,Finasteride_100mg_Liquid,Urology,102,2026-06-28,2025-09-11,Midwest,OH,Large,Urban
ST030,Azathioprine_500mg_Capsule,Immunology,30,2027-07-15,2025-08-29,Midwest,OH,Large,Urban
ST030,Mupirocin_10mg_Capsule,Dermatological,54,2025-05-08,2025-09-12,Midwest,OH,Large,Urban
ST030,Clopidogrel_10mg_Liquid,Cardiovascular,88,2026-05-13,2025-08-29,Midwest,OH,Large,Urban
ST030,Levofloxacin_10mg_Injection,Infectious Disease,124,2027-04-17,2025-08-26,Midwest,OH,Large,Urban
ST030,Prednisolone_25mg_Tablet,Pediatric,166,2027-11-24,2025-08-30,Midwest,OH,Large,Urban
ST030,Sildenafil_50mg_Injection,Urology,138,2026-11-06,2025-08-16,Midwest,OH,Large,Urban
ST030,Furosemide_500mg_Liquid,Cardiovascular,236,2026-08-26,2025-08-23,Midwest,OH,Large,Urban
ST030,Ceftriaxone_50mg_Injection,Pediatric,37,2025-09-22,2025-08-28,Midwest,OH,Large,Urban
ST030,Tamsulosin_5mg_Cream,Urology,88,2026-10-31,2025-08-18,Midwest,OH,Large,Urban
ST030,Metoclopramide_5mg_Cream,Gastrointestinal,175,2028-10-16,2025-09-07,Midwest,OH,Large,Urban
ST030,Ketoconazole_500mg_Tablet,Dermatological,26,2025-09-24,2025-09-05,Midwest,OH,Large,Urban
ST030,Heparin_500mg_Injection,Hematology,5,2026-09-20,2025-08-29,Midwest,OH,Large,Urban
ST030,Cephalexin_500mg_Tablet,Infectious Disease,81,2029-04-23,2025-09-05,Midwest,OH,Large,Urban
ST030,Calcium_Chloride_5mg_Injection,Emergency Medicine,272,2027-07-08,2025-08-27,Midwest,OH,Large,Urban
ST030,Clopidogrel_500mg_Tablet,Hematology,0,2025-12-27,2025-09-04,Midwest,OH,Large,Urban
ST030,Oxybutynin_5mg_Tablet,Urology,54,2027-08-23,2025-08-22,Midwest,OH,Large,Urban
ST030,Ranitidine_200mg_Cream,Gastrointestinal,19,2026-06-26,2025-08-23,Midwest,OH,Large,Urban
ST030,Apixaban_5mg_Capsule,Hematology,144,2025-03-17,2025-09-10,Midwest,OH,Large,Urban
ST030,Azathioprine_500mg_Cream,Immunology,2,2026-09-03,2025-08-15,Midwest,OH,Large,Urban
ST030,Aspirin_500mg_Injection,Pain Management,214,2026-10-06,2025-09-09,Midwest,OH,Large,Urban
ST030,Sunitinib_50mg_Tablet,Oncology,3,2026-01-14,2025-08-28,Midwest,OH,Large,Urban
ST030,Ranitidine_10mg_Capsule,Gastrointestinal,111,2028-08-11,2025-09-09,Midwest,OH,Large,Urban
ST030,Cephalexin_50mg_Liquid,Infectious Disease,0,2026-04-23,2025-08-26,Midwest,OH,Large,Urban
ST030,Loratadine_500mg_Cream,Pediatric,50,2028-02-21,2025-09-08,Midwest,OH,Large,Urban
ST030,Hydroxychloroquine_25mg_Tablet,Immunology,39,2027-01-18,2025-09-13,Midwest,OH,Large,Urban
ST030,Insulin_10mg_Liquid,Endocrine,74,2026-08-07,2025-08-15,Midwest,OH,Large,Urban
ST030,Rivaroxaban_25mg_Liquid,Hematology,0,2025-10-17,2025-08-23,Midwest,OH,Large,Urban
ST030,Glipizide_25mg_Cream,Endocrine,333,2029-08-02,2025-08-20,Midwest,OH,Large,Urban
ST030,Oxybutynin_100mg_Liquid,Urology,76,2026-04-27,2025-09-04,Midwest,OH,Large,Urban
ST030,Ketoconazole_25mg_Liquid,Dermatological,147,2026-06-02,2025-08-20,Midwest,OH,Large,Urban
ST030,Fluoxetine_100mg_Cream,Psychiatric,33,2026-04-23,2025-09-01,Midwest,OH,Large,Urban
ST030,Namenda_200mg_Liquid,Geriatric,128,2026-01-15,2025-08-22,Midwest,OH,Large,Urban
ST030,Vasopressin_5mg_Capsule,Emergency Medicine,571,2029-03-17,2025-08-24,Midwest,OH,Large,Urban
ST030,Sorafenib_25mg_Liquid,Oncology,40,2025-12-28,2025-09-04,Midwest,OH,Large,Urban
ST030,Methotrexate_200mg_Liquid,Immunology,7,2026-01-14,2025-09-03,Midwest,OH,Large,Urban
ST030,Losartan_100mg_Tablet,Cardiovascular,194,2028-09-21,2025-09-04,Midwest,OH,Large,Urban
ST030,Morphine_5mg_Capsule,Pain Management,68,2026-06-30,2025-08-20,Midwest,OH,Large,Urban
ST030,Topiramate_500mg_Injection,Neurological,73,2026-04-08,2025-08-30,Midwest,OH,Large,Urban
ST030,Methylprednisolone_200mg_Tablet,Immunology,19,2026-01-17,2025-09-12,Midwest,OH,Large,Urban
ST030,Carvedilol_500mg_Liquid,Cardiovascular,344,2025-10-17,2025-08-15,Midwest,OH,Large,Urban
ST030,Lansoprazole_50mg_Capsule,Gastrointestinal,39,2027-04-08,2025-08-14,Midwest,OH,Large,Urban
ST030,Formoterol_25mg_Cream,Respiratory,112,2026-01-11,2025-08-18,Midwest,OH,Large,Urban
ST030,Lidocaine_5mg_Injection,Emergency Medicine,128,2027-01-10,2025-08-31,Midwest,OH,Large,Urban
ST030,Prednisone_10mg_Capsule,Immunology,13,2029-07-03,2025-09-04,Midwest,OH,Large,Urban
ST030,Sitagliptin_200mg_Liquid,Endocrine,252,2026-07-15,2025-08-25,Midwest,OH,Large,Urban
ST030,Acetaminophen_10mg_Liquid,Pain Management,2,2025-05-14,2025-08-21,Midwest,OH,Large,Urban
ST030,Repaglinide_25mg_Capsule,Endocrine,339,2029-04-03,2025-08-20,Midwest,OH,Large,Urban
ST030,Methylprednisolone_10mg_Injection,Immunology,49,2026-05-21,2025-08-15,Midwest,OH,Large,Urban
ST030,Pilocarpine_10mg_Injection,Ophthalmologic,162,2025-07-23,2025-09-10,Midwest,OH,Large,Urban
ST030,Aricept_50mg_Tablet,Geriatric,28,2027-01-20,2025-09-12,Midwest,OH,Large,Urban
ST030,Acarbose_50mg_Liquid,Endocrine,175,2026-04-23,2025-09-08,Midwest,OH,Large,Urban
ST030,Solifenacin_10mg_Liquid,Urology,37,2025-09-28,2025-08-28,Midwest,OH,Large,Urban
ST030,Dipyridamole_25mg_Liquid,Hematology,8,2026-06-05,2025-09-13,Midwest,OH,Large,Urban
ST030,Atorvastatin_10mg_Cream,Cardiovascular,9,2025-09-27,2025-08-22,Midwest,OH,Large,Urban
ST030,Albuterol_Pediatric_50mg_Liquid,Pediatric,12,2026-06-30,2025-09-11,Midwest,OH,Large,Urban
ST030,Epinephrine_10mg_Cream,Emergency Medicine,268,2029-03-06,2025-08-17,Midwest,OH,Large,Urban
ST030,Metronidazole_50mg_Liquid,Dermatological,39,2026-07-02,2025-09-09,Midwest,OH,Large,Urban
ST030,Aspirin_10mg_Liquid,Hematology,154,2026-08-19,2025-08-30,Midwest,OH,Large,Urban
ST030,Solifenacin_5mg_Cream,Urology,7,2026-12-22,2025-08-26,Midwest,OH,Large,Urban
ST030,Amoxicillin_Pediatric_100mg_Cream,Pediatric,128,2029-05-19,2025-08-25,Midwest,OH,Large,Urban
ST030,Travoprost_100mg_Cream,Ophthalmologic,34,2026-03-15,2025-08-15,Midwest,OH,Large,Urban
ST030,Anastrozole_25mg_Injection,Oncology,31,2026-04-17,2025-09-02,Midwest,OH,Large,Urban
ST030,Apraclonidine_5mg_Injection,Ophthalmologic,80,2026-01-10,2025-08-30,Midwest,OH,Large,Urban
ST030,Letrozole_100mg_Cream,Oncology,22,2026-03-02,2025-08-15,Midwest,OH,Large,Urban
ST030,Azithromycin_Pediatric_100mg_Liquid,Pediatric,153,2025-12-16,2025-08-31,Midwest,OH,Large,Urban
ST030,Ipratropium_100mg_Capsule,Respiratory,18,2028-07-11,2025-09-13,Midwest,OH,Large,Urban
ST030,Brimonidine_500mg_Cream,Ophthalmologic,114,2027-02-03,2025-09-13,Midwest,OH,Large,Urban
ST030,Trimethoprim_100mg_Capsule,Infectious Disease,51,2026-10-31,2025-08-17,Midwest,OH,Large,Urban
ST030,Heparin_100mg_Cream,Hematology,152,2028-08-15,2025-08-30,Midwest,OH,Large,Urban
ST030,Dabigatran_200mg_Injection,Hematology,168,2025-08-24,2025-09-07,Midwest,OH,Large,Urban
ST030,Clindamycin_100mg_Tablet,Infectious Disease,36,2027-12-16,2025-08-21,Midwest,OH,Large,Urban
ST030,Tacrolimus_5mg_Injection,Immunology,22,2026-08-01,2025-08-27,Midwest,OH,Large,Urban
ST030,Methylprednisolone_10mg_Capsule,Immunology,21,2025-09-16,2025-09-03,Midwest,OH,Large,Urban
ST030,Donepezil_XR_500mg_Tablet,Geriatric,115,2027-01-22,2025-08-17,Midwest,OH,Large,Urban
ST030,Haloperidol_10mg_Tablet,Psychiatric,82,2029-07-30,2025-09-02,Midwest,OH,Large,Urban
ST030,Tolterodine_5mg_Cream,Urology,39,2026-02-06,2025-08-26,Midwest,OH,Large,Urban
ST030,Simvastatin_5mg_Cream,Cardiovascular,207,2026-06-07,2025-09-10,Midwest,OH,Large,Urban
ST030,Adalimumab_50mg_Injection,Immunology,48,2027-05-25,2025-09-12,Midwest,OH,Large,Urban
ST030,Clozapine_200mg_Liquid,Psychiatric,26,2026-08-31,2025-09-06,Midwest,OH,Large,Urban
ST030,Ibuprofen_Pediatric_500mg_Capsule,Pediatric,50,2025-09-21,2025-08-29,Midwest,OH,Large,Urban
ST030,Moxifloxacin_5mg_Cream,Infectious Disease,96,2026-04-07,2025-08-18,Midwest,OH,Large,Urban
ST030,Loratadine_500mg_Tablet,Pediatric,12,2028-09-05,2025-09-06,Midwest,OH,Large,Urban
ST030,Metformin_50mg_Liquid,Endocrine,272,2026-05-20,2025-08-24,Midwest,OH,Large,Urban
ST030,Ibuprofen_10mg_Liquid,Pain Management,237,2025-11-22,2025-08-26,Midwest,OH,Large,Urban
ST030,Finasteride_200mg_Cream,Urology,5,2025-07-21,2025-08-26,Midwest,OH,Large,Urban
ST030,Norepinephrine_25mg_Capsule,Emergency Medicine,169,2029-02-24,2025-08-22,Midwest,OH,Large,Urban
ST030,Benzoyl_Peroxide_500mg_Liquid,Dermatological,0,2026-06-18,2025-08-19,Midwest,OH,Large,Urban
ST030,Ondansetron_10mg_Injection,Gastrointestinal,27,2027-07-26,2025-08-17,Midwest,OH,Large,Urban
